Trace,Exp,Core_0_IPC,Core_0_LLC_total_miss,Core_0_LLC_load_miss,Core_0_LLC_RFO_miss,Core_0_LLC_writeback_miss,Filter
623.xalancbmk_s-10B,pythia_MTPS4800,0.3464,114427,53243,1230,211,1
623.xalancbmk_s-10B,nopref_MTPS9600,0.31497,66682,65191,1277,214,1
623.xalancbmk_s-10B,spp_MTPS9600,0.32159,91995,66097,1304,58,1
623.xalancbmk_s-10B,bingo_MTPS9600,0.34272,400862,59063,1411,361,1
623.xalancbmk_s-10B,mlop_MTPS9600,0.3199,143095,70315,1241,324,1
623.xalancbmk_s-10B,pythia_MTPS9600,0.34702,114489,53186,1233,209,1
623.xalancbmk_s-592B,nopref,0.51526,2171,1955,216,0,1
623.xalancbmk_s-592B,spp,0.51867,4778,1649,143,0,1
623.xalancbmk_s-592B,bingo,0.5305,5595,1174,184,0,1
623.xalancbmk_s-592B,mlop,0.52285,18405,735,212,0,1
623.xalancbmk_s-592B,pythia,0.50035,3739,976,175,0,1
623.xalancbmk_s-592B,nopref_MTPS150,0.51291,2171,1955,216,0,1
623.xalancbmk_s-592B,spp_MTPS150,0.51431,4784,1641,195,0,1
623.xalancbmk_s-592B,bingo_MTPS150,0.52452,5619,1176,184,0,1
623.xalancbmk_s-592B,mlop_MTPS150,0.48284,19398,742,215,0,1
623.xalancbmk_s-592B,pythia_MTPS150,0.49562,4243,985,186,0,1
623.xalancbmk_s-592B,nopref_MTPS300,0.5146,2171,1955,216,0,1
623.xalancbmk_s-592B,spp_MTPS300,0.51772,4778,1650,153,0,1
623.xalancbmk_s-592B,bingo_MTPS300,0.52872,5585,1173,184,0,1
623.xalancbmk_s-592B,mlop_MTPS300,0.51172,19433,740,212,0,1
623.xalancbmk_s-592B,pythia_MTPS300,0.49912,4141,979,159,0,1
623.xalancbmk_s-592B,nopref_MTPS600,0.51504,2171,1955,216,0,1
623.xalancbmk_s-592B,spp_MTPS600,0.51844,4778,1648,144,0,1
623.xalancbmk_s-592B,bingo_MTPS600,0.52995,5597,1174,184,0,1
623.xalancbmk_s-592B,mlop_MTPS600,0.51958,18401,735,212,0,1
623.xalancbmk_s-592B,pythia_MTPS600,0.50012,3751,977,176,0,1
623.xalancbmk_s-592B,nopref_MTPS1200,0.5152,2171,1955,216,0,1
623.xalancbmk_s-592B,spp_MTPS1200,0.51862,4778,1649,143,0,1
623.xalancbmk_s-592B,bingo_MTPS1200,0.53036,5595,1174,184,0,1
623.xalancbmk_s-592B,mlop_MTPS1200,0.52227,18405,735,212,0,1
623.xalancbmk_s-592B,pythia_MTPS1200,0.50037,3707,986,160,0,1
623.xalancbmk_s-592B,nopref_MTPS4800,0.51529,2171,1955,216,0,1
623.xalancbmk_s-592B,spp_MTPS4800,0.51869,4778,1649,143,0,1
623.xalancbmk_s-592B,bingo_MTPS4800,0.53053,5595,1174,184,0,1
623.xalancbmk_s-592B,mlop_MTPS4800,0.52297,18405,735,212,0,1
623.xalancbmk_s-592B,pythia_MTPS4800,0.50042,3712,973,166,0,1
623.xalancbmk_s-592B,nopref_MTPS9600,0.5153,2171,1955,216,0,1
623.xalancbmk_s-592B,spp_MTPS9600,0.51869,4778,1649,143,0,1
623.xalancbmk_s-592B,bingo_MTPS9600,0.53054,5595,1174,184,0,1
623.xalancbmk_s-592B,mlop_MTPS9600,0.52298,18405,735,212,0,1
623.xalancbmk_s-592B,pythia_MTPS9600,0.50046,3686,976,149,0,1
627.cam4_s-573B,nopref,0.65818,93805,1788,69048,22969,1
627.cam4_s-573B,spp,0.66588,94167,931,69034,22969,1
627.cam4_s-573B,bingo,0.65818,93805,1788,69048,22969,1
627.cam4_s-573B,mlop,0.66142,95507,1076,69003,22969,1
627.cam4_s-573B,pythia,0.6673,94459,879,69018,22969,1
627.cam4_s-573B,nopref_MTPS150,0.14775,93811,1788,69048,22975,1
627.cam4_s-573B,spp_MTPS150,0.14748,94174,1123,69034,22975,1
627.cam4_s-573B,bingo_MTPS150,0.14775,93811,1788,69048,22975,1
627.cam4_s-573B,mlop_MTPS150,0.14543,95512,1151,69003,22975,1
627.cam4_s-573B,pythia_MTPS150,0.14721,94459,865,69018,22975,1
627.cam4_s-573B,nopref_MTPS300,0.25644,93811,1788,69048,22975,1
627.cam4_s-573B,spp_MTPS300,0.25661,94175,1073,69034,22975,1
627.cam4_s-573B,bingo_MTPS300,0.25644,93811,1788,69048,22975,1
627.cam4_s-573B,mlop_MTPS300,0.25364,95509,1127,69003,22975,1
627.cam4_s-573B,pythia_MTPS300,0.25646,94462,872,69018,22975,1
627.cam4_s-573B,nopref_MTPS600,0.38746,93811,1788,69048,22975,1
627.cam4_s-573B,spp_MTPS600,0.38904,94174,997,69034,22975,1
627.cam4_s-573B,bingo_MTPS600,0.38746,93811,1788,69048,22975,1
627.cam4_s-573B,mlop_MTPS600,0.38518,95513,1100,69003,22975,1
627.cam4_s-573B,pythia_MTPS600,0.38929,94466,873,69018,22975,1
627.cam4_s-573B,nopref_MTPS1200,0.52274,93811,1788,69048,22975,1
627.cam4_s-573B,spp_MTPS1200,0.52666,94171,941,69034,22975,1
627.cam4_s-573B,bingo_MTPS1200,0.52274,93811,1788,69048,22975,1
627.cam4_s-573B,mlop_MTPS1200,0.52266,95513,1078,69003,22975,1
627.cam4_s-573B,pythia_MTPS1200,0.52771,94461,878,69018,22975,1
627.cam4_s-573B,nopref_MTPS4800,0.77986,93817,1788,69048,22981,1
627.cam4_s-573B,spp_MTPS4800,0.79164,94181,927,69034,22981,1
627.cam4_s-573B,bingo_MTPS4800,0.77986,93817,1788,69048,22981,1
627.cam4_s-573B,mlop_MTPS4800,0.78616,95520,1070,69003,22981,1
627.cam4_s-573B,pythia_MTPS4800,0.79373,94471,879,69018,22981,1
627.cam4_s-573B,nopref_MTPS9600,0.83799,93814,1788,69048,22978,1
627.cam4_s-573B,spp_MTPS9600,0.85157,94178,920,69034,22978,1
627.cam4_s-573B,bingo_MTPS9600,0.83799,93814,1788,69048,22978,1
627.cam4_s-573B,mlop_MTPS9600,0.84598,95516,1067,69003,22978,1
627.cam4_s-573B,pythia_MTPS9600,0.85444,94468,879,69018,22978,1
628.pop2_s-17B,nopref,0.95855,15708,14477,1231,0,1
628.pop2_s-17B,spp,1.14755,16454,1628,1203,15,1
628.pop2_s-17B,bingo,1.10718,16532,4702,1160,0,1
628.pop2_s-17B,mlop,1.17385,18705,602,1153,12,1
628.pop2_s-17B,pythia,1.20794,16085,739,1188,0,1
628.pop2_s-17B,nopref_MTPS150,0.721,15708,14477,1231,0,1
628.pop2_s-17B,spp_MTPS150,0.76905,16453,4113,1196,3,1
628.pop2_s-17B,bingo_MTPS150,0.7534,16527,6274,1160,0,1
628.pop2_s-17B,mlop_MTPS150,0.75511,18441,693,1146,14,1
628.pop2_s-17B,pythia_MTPS150,0.79262,16078,712,1188,0,1
628.pop2_s-17B,nopref_MTPS300,0.86613,15708,14477,1231,0,1
628.pop2_s-17B,spp_MTPS300,0.99152,16459,3281,1195,5,1
628.pop2_s-17B,bingo_MTPS300,0.94647,16526,5869,1160,0,1
628.pop2_s-17B,mlop_MTPS300,0.98532,18682,699,1142,10,1
628.pop2_s-17B,pythia_MTPS300,1.02764,16086,717,1188,0,1
628.pop2_s-17B,nopref_MTPS600,0.93251,15708,14477,1231,0,1
628.pop2_s-17B,spp_MTPS600,1.10936,16425,2244,1197,10,1
628.pop2_s-17B,bingo_MTPS600,1.05385,16526,5023,1160,0,1
628.pop2_s-17B,mlop_MTPS600,1.11417,18440,630,1146,6,1
628.pop2_s-17B,pythia_MTPS600,1.16048,16087,727,1188,0,1
628.pop2_s-17B,nopref_MTPS1200,0.95334,15708,14477,1231,0,1
628.pop2_s-17B,spp_MTPS1200,1.14228,16454,1735,1200,12,1
628.pop2_s-17B,bingo_MTPS1200,1.09443,16532,4743,1160,0,1
628.pop2_s-17B,mlop_MTPS1200,1.16162,18615,608,1150,10,1
628.pop2_s-17B,pythia_MTPS1200,1.20093,16085,737,1188,0,1
628.pop2_s-17B,nopref_MTPS4800,0.95986,15708,14477,1231,0,1
628.pop2_s-17B,spp_MTPS4800,1.14838,16455,1636,1203,15,1
628.pop2_s-17B,bingo_MTPS4800,1.11041,16532,4702,1160,0,1
628.pop2_s-17B,mlop_MTPS4800,1.17731,18711,596,1150,19,1
628.pop2_s-17B,pythia_MTPS4800,1.20887,16085,739,1188,0,1
628.pop2_s-17B,nopref_MTPS9600,0.96021,15708,14477,1231,0,1
628.pop2_s-17B,spp_MTPS9600,1.1484,16456,1646,1203,15,1
628.pop2_s-17B,bingo_MTPS9600,1.11069,16532,4702,1160,0,1
628.pop2_s-17B,mlop_MTPS9600,1.17744,18665,589,1149,10,1
628.pop2_s-17B,pythia_MTPS9600,1.20895,16085,742,1188,0,1
649.fotonik3d_s-10881B,nopref,0.40898,119880,79731,0,40149,1
649.fotonik3d_s-10881B,spp,0.49447,98158,31264,0,1133,1
649.fotonik3d_s-10881B,bingo,0.55154,127701,29580,0,29153,1
649.fotonik3d_s-10881B,mlop,0.58527,121572,15774,0,6019,1
649.fotonik3d_s-10881B,pythia,0.55073,170495,29333,0,44966,1
649.fotonik3d_s-10881B,nopref_MTPS150,0.18053,119851,79711,0,40140,1
649.fotonik3d_s-10881B,spp_MTPS150,0.16585,98267,31890,0,1388,1
649.fotonik3d_s-10881B,bingo_MTPS150,0.16402,127623,30386,0,29145,1
649.fotonik3d_s-10881B,mlop_MTPS150,0.14402,121643,16105,0,6168,1
649.fotonik3d_s-10881B,pythia_MTPS150,0.13989,170599,29333,0,44985,1
649.fotonik3d_s-10881B,nopref_MTPS300,0.30078,119850,79710,0,40140,1
649.fotonik3d_s-10881B,spp_MTPS300,0.30553,98246,31380,0,1313,1
649.fotonik3d_s-10881B,bingo_MTPS300,0.30403,127364,30081,0,28864,1
649.fotonik3d_s-10881B,mlop_MTPS300,0.27746,121678,15867,0,6105,1
649.fotonik3d_s-10881B,pythia_MTPS300,0.26843,170380,29313,0,44950,1
649.fotonik3d_s-10881B,nopref_MTPS600,0.38673,119881,79736,0,40145,1
649.fotonik3d_s-10881B,spp_MTPS600,0.44627,98042,31213,0,1245,1
649.fotonik3d_s-10881B,bingo_MTPS600,0.43913,127454,29764,0,28905,1
649.fotonik3d_s-10881B,mlop_MTPS600,0.46043,121553,15743,0,6043,1
649.fotonik3d_s-10881B,pythia_MTPS600,0.43286,170476,29342,0,44960,1
649.fotonik3d_s-10881B,nopref_MTPS1200,0.40492,119883,79734,0,40149,1
649.fotonik3d_s-10881B,spp_MTPS1200,0.48583,98190,31215,0,1184,1
649.fotonik3d_s-10881B,bingo_MTPS1200,0.52184,127558,29625,0,29016,1
649.fotonik3d_s-10881B,mlop_MTPS1200,0.5643,121589,15772,0,6031,1
649.fotonik3d_s-10881B,pythia_MTPS1200,0.52489,170504,29337,0,44966,1
649.fotonik3d_s-10881B,nopref_MTPS4800,0.40995,119880,79731,0,40149,1
649.fotonik3d_s-10881B,spp_MTPS4800,0.49715,98157,31177,0,1102,1
649.fotonik3d_s-10881B,bingo_MTPS4800,0.55884,127765,29531,0,29219,1
649.fotonik3d_s-10881B,mlop_MTPS4800,0.58939,121575,15776,0,6019,1
649.fotonik3d_s-10881B,pythia_MTPS4800,0.55665,170491,29331,0,44966,1
649.fotonik3d_s-10881B,nopref_MTPS9600,0.41014,119838,79709,0,40129,1
649.fotonik3d_s-10881B,spp_MTPS9600,0.49757,98156,31175,0,1102,1
649.fotonik3d_s-10881B,bingo_MTPS9600,0.5598,127741,29488,0,29193,1
649.fotonik3d_s-10881B,mlop_MTPS9600,0.59002,121575,15776,0,6019,1
649.fotonik3d_s-10881B,pythia_MTPS9600,0.55757,170489,29329,0,44966,1
654.roms_s-1007B,nopref,0.58448,6619,3986,2633,0,1
654.roms_s-1007B,spp,0.60375,6890,201,2633,0,1
654.roms_s-1007B,bingo,0.59038,6986,2667,2633,0,1
654.roms_s-1007B,mlop,0.60513,7210,137,2633,0,1
654.roms_s-1007B,pythia,0.60507,6754,138,2633,0,1
654.roms_s-1007B,nopref_MTPS150,0.58398,6619,3986,2633,0,1
654.roms_s-1007B,spp_MTPS150,0.59675,6892,476,2633,0,1
654.roms_s-1007B,bingo_MTPS150,0.58771,7013,2760,2633,0,1
654.roms_s-1007B,mlop_MTPS150,0.59749,7210,137,2633,0,1
654.roms_s-1007B,pythia_MTPS150,0.5975,6754,138,2633,0,1
654.roms_s-1007B,nopref_MTPS300,0.58434,6619,3986,2633,0,1
654.roms_s-1007B,spp_MTPS300,0.60341,6890,201,2633,0,1
654.roms_s-1007B,bingo_MTPS300,0.59004,6986,2667,2633,0,1
654.roms_s-1007B,mlop_MTPS300,0.60499,7210,137,2633,0,1
654.roms_s-1007B,pythia_MTPS300,0.60489,6754,138,2633,0,1
654.roms_s-1007B,nopref_MTPS600,0.58444,6619,3986,2633,0,1
654.roms_s-1007B,spp_MTPS600,0.6037,6890,201,2633,0,1
654.roms_s-1007B,bingo_MTPS600,0.59029,6986,2667,2633,0,1
654.roms_s-1007B,mlop_MTPS600,0.60509,7210,137,2633,0,1
654.roms_s-1007B,pythia_MTPS600,0.60502,6754,138,2633,0,1
654.roms_s-1007B,nopref_MTPS1200,0.58447,6619,3986,2633,0,1
654.roms_s-1007B,spp_MTPS1200,0.60373,6890,201,2633,0,1
654.roms_s-1007B,bingo_MTPS1200,0.59037,6986,2667,2633,0,1
654.roms_s-1007B,mlop_MTPS1200,0.60512,7210,137,2633,0,1
654.roms_s-1007B,pythia_MTPS1200,0.60506,6754,138,2633,0,1
654.roms_s-1007B,nopref_MTPS4800,0.58448,6619,3986,2633,0,1
654.roms_s-1007B,spp_MTPS4800,0.60374,6890,201,2633,0,1
654.roms_s-1007B,bingo_MTPS4800,0.59038,6986,2667,2633,0,1
654.roms_s-1007B,mlop_MTPS4800,0.60513,7210,137,2633,0,1
654.roms_s-1007B,pythia_MTPS4800,0.60506,6754,138,2633,0,1
654.roms_s-1007B,nopref_MTPS9600,0.58448,6619,3986,2633,0,1
654.roms_s-1007B,spp_MTPS9600,0.60374,6890,201,2633,0,1
654.roms_s-1007B,bingo_MTPS9600,0.59038,6986,2667,2633,0,1
654.roms_s-1007B,mlop_MTPS9600,0.60513,7210,137,2633,0,1
654.roms_s-1007B,pythia_MTPS9600,0.60506,6754,138,2633,0,1
